name,michelin_award,city,cuisine1,cuisine2,lon,lat,description,cuisine
Landhaus Feckl,1,Ehningen,Classic French,Seasonal Cuisine,8.9547833,48.661195,Whether you go for a traditional option or try the,Seasonal Cuisine
Landhaus Köpp,1,Xanten,Classic French,Classic Cuisine,6.4149635,51.7392736,"Pure classic cuisine, unfussy and skilfully prepared using top-quality",Classic French
Landhaus Köpp,1,Xanten,Classic French,Classic Cuisine,6.4149635,51.7392736,"Pure classic cuisine, unfussy and skilfully prepared using top-quality",Classic Cuisine
Landhaus Scherrer,1,Hamburg,Classic Cuisine,Regional Cuisine,9.9170486,53.5459914,Heinz O. Wehmann has been at the helm at Landhaus,Classic Cuisine
Landhaus Scherrer,1,Hamburg,Classic Cuisine,Regional Cuisine,9.9170486,53.5459914,Heinz O. Wehmann has been at the helm at Landhaus,Regional Cuisine
Landwerk,1,Wallerfangen,Modern Cuisine,French,6.7205477,49.3273351,The building housing this restaurant has had an eventful history,Modern Cuisine
Landwerk,1,Wallerfangen,Modern Cuisine,French,6.7205477,49.3273351,The building housing this restaurant has had an eventful history,French
Lanterna Verde,1,Villa di Chiavenna,Modern Cuisine,Regional Cuisine,9.49741,46.3284,The cuisine served here successfully combines the restaurant’s own,Modern Cuisine
Lanterna Verde,1,Villa di Chiavenna,Modern Cuisine,Regional Cuisine,9.49741,46.3284,The cuisine served here successfully combines the restaurant’s own,Regional Cuisine
Lao Ji Tang (Gongrentiyuchang South Road),1,Beijing,Shanghainese,,116.442599,39.925181,This exceptionally skilled kitchen team hails from a time-honoured,Shanghainese
Lao Ji Tang (Gongrentiyuchang South Road),1,Beijing,Shanghainese,,116.442599,39.925181,This exceptionally skilled kitchen team hails from a time-honoured,
Lao Zheng Xing (Huangpu),1,Shanghai,Shanghainese,,121.475464,31.235098,"Known locally and internationally since its inception in 1862, Lao",Shanghainese
Lao Zheng Xing (Huangpu),1,Shanghai,Shanghainese,,121.475464,31.235098,"Known locally and internationally since its inception in 1862, Lao",
Largo do Paço,1,Amarante,Modern Cuisine,,-8.07742,41.26843,Occupying an attractive aristocratic house with a classically elegant interior,Modern Cuisine
Largo do Paço,1,Amarante,Modern Cuisine,,-8.07742,41.26843,Occupying an attractive aristocratic house with a classically elegant interior,
Lasai,1,Rio de Janeiro,Modern Cuisine,,-43.1956041,-22.9542315,"Located in a historic building, this is a unique restaurant",Modern Cuisine
Lasai,1,Rio de Janeiro,Modern Cuisine,,-43.1956041,-22.9542315,"Located in a historic building, this is a unique restaurant",
Lasarte,3,Barcelona,Creative,,2.1622018,41.3936278,This impeccable contemporary-style restaurant is constantly changing and has,Creative
Lasarte,3,Barcelona,Creative,,2.1622018,41.3936278,This impeccable contemporary-style restaurant is constantly changing and has,
Lasserre,1,Paris,Classic Cuisine,,2.3102397,48.866429,An emblematic temple of Parisian gastronomy. The upper-crust interior,Classic Cuisine
Lasserre,1,Paris,Classic Cuisine,,2.3102397,48.866429,An emblematic temple of Parisian gastronomy. The upper-crust interior,
Lastage,1,Amsterdam,Creative,,4.9022565,52.3753865,Lastage is an appealing small restaurant in this eponymous neighbourhood,Creative
Lastage,1,Amsterdam,Creative,,4.9022565,52.3753865,Lastage is an appealing small restaurant in this eponymous neighbourhood,
Latour,1,Noordwijk aan Zee,Modern Cuisine,,4.4271384,52.2415203,In this setting overlooking the beach and the North Sea,Modern Cuisine
Latour,1,Noordwijk aan Zee,Modern Cuisine,,4.4271384,52.2415203,In this setting overlooking the beach and the North Sea,
Latymer,1,Bagshot,Modern Cuisine,,-0.7088648,51.3566975,The sprawling Pennyhill Park hotel sits within 123 acres of,Modern Cuisine
Latymer,1,Bagshot,Modern Cuisine,,-0.7088648,51.3566975,The sprawling Pennyhill Park hotel sits within 123 acres of,
Laudensacks Gourmet Restaurant,1,Bad Kissingen,Classic Cuisine,International,10.0777456,50.1908345,A very successful mix of classic and modern awaits you,Classic Cuisine
Laudensacks Gourmet Restaurant,1,Bad Kissingen,Classic Cuisine,International,10.0777456,50.1908345,A very successful mix of classic and modern awaits you,International
Laurentius,1,Weikersheim,Country cooking,Classic Cuisine,9.8977926,49.4804625,Jürgen Koch's culinary creations are clear evidence of his,Country cooking
Laurentius,1,Weikersheim,Country cooking,Classic Cuisine,9.8977926,49.4804625,Jürgen Koch's culinary creations are clear evidence of his,Classic Cuisine
Lazy Bear,2,San Francisco,Contemporary,Modern Cuisine,-122.41969,37.760204,This fine-dining dinner party has its origins as an,Contemporary
Lazy Bear,2,San Francisco,Contemporary,Modern Cuisine,-122.41969,37.760204,This fine-dining dinner party has its origins as an,Modern Cuisine
Lazzaro 1915,1,Pontelongo,Creative,Modern Cuisine,12.0203099,45.2499891,Run by siblings (the charming sister Daniela is front of,Creative
Lazzaro 1915,1,Pontelongo,Creative,Modern Cuisine,12.0203099,45.2499891,Run by siblings (the charming sister Daniela is front of,Modern Cuisine
Le 1947 - Cheval Blanc,3,Courchevel,Creative,Modern Cuisine,6.6338696,45.4094877,"The mythical Cheval Blanc vintage is 1947, and that is",Creative
Le 1947 - Cheval Blanc,3,Courchevel,Creative,Modern Cuisine,6.6338696,45.4094877,"The mythical Cheval Blanc vintage is 1947, and that is",Modern Cuisine
Le 42,1,Champéry,Modern French,,6.8748234,46.1819687,"At the entrance to the village, facing the Dents du",Modern French
Le 42,1,Champéry,Modern French,,6.8748234,46.1819687,"At the entrance to the village, facing the Dents du",
Le 7ème Continent,1,Rixheim,Modern Cuisine,,7.4034533,47.7479256,A veritable continent of gastronomy! Chef Laurent Haller is passionate,Modern Cuisine
Le 7ème Continent,1,Rixheim,Modern Cuisine,,7.4034533,47.7479256,A veritable continent of gastronomy! Chef Laurent Haller is passionate,
Le Art,1,Aix-en-Provence,Modern Cuisine,,5.478535,43.568911,"At the stoves of the Château de la Gaude, a",Modern Cuisine
Le Art,1,Aix-en-Provence,Modern Cuisine,,5.478535,43.568911,"At the stoves of the Château de la Gaude, a",
Le Baudelaire,1,Paris,Modern Cuisine,,2.3257735,48.8680116,Diners will appreciate the classic subdued atmosphere of this restaurant,Modern Cuisine
Le Baudelaire,1,Paris,Modern Cuisine,,2.3257735,48.8680116,Diners will appreciate the classic subdued atmosphere of this restaurant,
Le Bec au Cauchois,1,Valmont,Creative,,0.4911347,49.7447349,"Awarded the title of ""Meilleur Ouvrier de France"" in 2011",Creative
Le Bec au Cauchois,1,Valmont,Creative,,0.4911347,49.7447349,"Awarded the title of ""Meilleur Ouvrier de France"" in 2011",
Le Belvédère,1,Bozouls,Modern Cuisine,,2.71992,44.47275,A stone inn overlooking a grandiose natural amphitheatre (the ‘Trou,Modern Cuisine
Le Belvédère,1,Bozouls,Modern Cuisine,,2.71992,44.47275,A stone inn overlooking a grandiose natural amphitheatre (the ‘Trou,
Le Berceau des Sens,1,Lausanne,Modern French,Classic Cuisine,6.6828358,46.5608424,This “cradle” (berceau) of gastronomy overlooking the Alps is part,Modern French
Le Berceau des Sens,1,Lausanne,Modern French,Classic Cuisine,6.6828358,46.5608424,This “cradle” (berceau) of gastronomy overlooking the Alps is part,Classic Cuisine
Le Bernardin,3,New York,Seafood,,-73.98223,40.76177,When the definitive history of NYC's dining scene is,Seafood
Le Bernardin,3,New York,Seafood,,-73.98223,40.76177,When the definitive history of NYC's dining scene is,
Le Blue Bay,1,Monaco,Creative,,7.4379746,43.7488966,The modern and elegant Monte Carlo Bay Hotel and Resort,Creative
Le Blue Bay,1,Monaco,Creative,,7.4379746,43.7488966,The modern and elegant Monte Carlo Bay Hotel and Resort,
Le Bon Accueil,1,Malbuisson,Modern Cuisine,,6.3031572,46.7971381,This aptly named hotel - restaurant is typical of the region,Modern Cuisine
Le Bon Accueil,1,Malbuisson,Modern Cuisine,,6.3031572,46.7971381,This aptly named hotel - restaurant is typical of the region,
Le Brittany,1,Roscoff,Modern Cuisine,Regional Cuisine,-3.9718816,48.7245609,This elegant yachtsman boasts a huge stone fireplace and vaulted,Modern Cuisine
Le Brittany,1,Roscoff,Modern Cuisine,Regional Cuisine,-3.9718816,48.7245609,This elegant yachtsman boasts a huge stone fireplace and vaulted,Regional Cuisine
Le Bénaton,1,Beaune,Creative,,4.8323645,47.0211819,"In the kitchen, Keishi Sugimura treats fine seasonal ingredients to",Creative
Le Bénaton,1,Beaune,Creative,,4.8323645,47.0211819,"In the kitchen, Keishi Sugimura treats fine seasonal ingredients to",
Le Café Suisse,1,Bex,Modern Cuisine,,7.0155428,46.2503337,This former village café has been transformed into a fun,Modern Cuisine
Le Café Suisse,1,Bex,Modern Cuisine,,7.0155428,46.2503337,This former village café has been transformed into a fun,
Le Calandre,3,Rubano,Creative,,11.8096633,45.4215425,"Chef Massimiliano believes in experimentation, so the dishes served at",Creative
Le Calandre,3,Rubano,Creative,,11.8096633,45.4215425,"Chef Massimiliano believes in experimentation, so the dishes served at",
Le Cap,1,Saint-Jean-Cap-Ferrat,Creative,,7.33063,43.6774405,Make a beeline for the delicious cooking of Yoric Tièche,Creative
Le Cap,1,Saint-Jean-Cap-Ferrat,Creative,,7.33063,43.6774405,Make a beeline for the delicious cooking of Yoric Tièche,
Le Carmin,1,Beaune,Modern Cuisine,,4.8377091,47.0225391,"On Place Carnot, not far from the Hospices de Beaune",Modern Cuisine
Le Carmin,1,Beaune,Modern Cuisine,,4.8377091,47.0225391,"On Place Carnot, not far from the Hospices de Beaune",
Le Carré d'Alethius,1,Charmes-sur-Rhône,Modern Cuisine,,4.8333673,44.8613354,"Hen’s eggs cooked at low temperature, marrow soup, fillet",Modern Cuisine
Le Carré d'Alethius,1,Charmes-sur-Rhône,Modern Cuisine,,4.8333673,44.8613354,"Hen’s eggs cooked at low temperature, marrow soup, fillet",
Le Cerf,1,Marlenheim,Modern Cuisine,,7.4940282,48.6208412,The chef devises and expertly prepares cuisine that reworks some,Modern Cuisine
Le Cerf,1,Marlenheim,Modern Cuisine,,7.4940282,48.6208412,The chef devises and expertly prepares cuisine that reworks some,
Le Cerf,2,Zweiflingen,Classic French,,9.5258355,49.2436455,Everything has a classic style at this restaurant. From the,Classic French
Le Cerf,2,Zweiflingen,Classic French,,9.5258355,49.2436455,Everything has a classic style at this restaurant. From the,
Le Chabichou by Stéphane Buron,2,Courchevel,Classic Cuisine,,6.629984,45.41616,"Now alone at the helm, chef Stéphane Buron is quite",Classic Cuisine
Le Chabichou by Stéphane Buron,2,Courchevel,Classic Cuisine,,6.629984,45.41616,"Now alone at the helm, chef Stéphane Buron is quite",
Le Chalet de la Forêt,2,Uccle,Creative,,4.3868414,50.7842411,"This chalet with its lovely terrace, set on the edge",Creative
Le Chalet de la Forêt,2,Uccle,Creative,,4.3868414,50.7842411,"This chalet with its lovely terrace, set on the edge",
Le Champ des Lunes,1,Lauris,Modern Cuisine,,5.301734,43.762672,"This scenic regional bastide, set in a park of hundred",Modern Cuisine
Le Champ des Lunes,1,Lauris,Modern Cuisine,,5.301734,43.762672,"This scenic regional bastide, set in a park of hundred",
Le Champignon Sauvage,1,Cheltenham,Modern Cuisine,,-2.0789971,51.8915462,"For over 30 years, David and Helen Everitt-Matthias' brightly",Modern Cuisine
Le Champignon Sauvage,1,Cheltenham,Modern Cuisine,,-2.0789971,51.8915462,"For over 30 years, David and Helen Everitt-Matthias' brightly",
Le Chantecler,1,Nice,Modern Cuisine,,7.2580223,43.694265,"Virginie Basselot, Best Craftsperson of France (MOF) 2015, is at",Modern Cuisine
Le Chantecler,1,Nice,Modern Cuisine,,7.2580223,43.694265,"Virginie Basselot, Best Craftsperson of France (MOF) 2015, is at",
Le Charlemagne,1,Pernand-Vergelesses,Creative,,4.8497698,47.0772707,A minimalist interior and a terrace overlooking the vineyards that,Creative
Le Charlemagne,1,Pernand-Vergelesses,Creative,,4.8497698,47.0772707,A minimalist interior and a terrace overlooking the vineyards that,
Le Chat-Botté,1,Geneva,Modern French,,6.1499014,46.2091244,This appealingly named restaurant (‘Puss in Boots’) serves contemporary-style,Modern French
Le Chat-Botté,1,Geneva,Modern French,,6.1499014,46.2091244,This appealingly named restaurant (‘Puss in Boots’) serves contemporary-style,
Le Chiberta,1,Paris,Creative,,2.2978116,48.8735298,"Soft lighting and a simple, understated interior by J M",Creative
Le Chiberta,1,Paris,Creative,,2.2978116,48.8735298,"Soft lighting and a simple, understated interior by J M",
Le Chiquito,1,Méry-sur-Oise,Classic Cuisine,,2.1645731,49.0598502,This typical 17C Île - de - France house has a lovely,Classic Cuisine
Le Chiquito,1,Méry-sur-Oise,Classic Cuisine,,2.1645731,49.0598502,This typical 17C Île - de - France house has a lovely,
Le Château de Strainchamps,1,Fauvillers,Modern French,,5.683136,49.879036,This impressive old residence and estate is on the outskirts,Modern French
Le Château de Strainchamps,1,Fauvillers,Modern French,,5.683136,49.879036,This impressive old residence and estate is on the outskirts,
Le Cigalon,1,Thônex,Seafood,,6.2209024,46.1991216,"Judging by the fresh fish on the menu, you would",Seafood
Le Cigalon,1,Thônex,Seafood,,6.2209024,46.1991216,"Judging by the fresh fish on the menu, you would",
Le Cinq,3,Paris,Modern Cuisine,,2.30105,48.86858,"After the fabulous years at Ledoyen, Christian Le Squer is",Modern Cuisine
Le Cinq,3,Paris,Modern Cuisine,,2.30105,48.86858,"After the fabulous years at Ledoyen, Christian Le Squer is",
Le Clair de la Plume,1,Grignan,Modern Cuisine,,4.9072086,44.4195028,Le Clair de Plume neatly encapsulates the elegance of the,Modern Cuisine
Le Clair de la Plume,1,Grignan,Modern Cuisine,,4.9072086,44.4195028,Le Clair de Plume neatly encapsulates the elegance of the,
Le Clarence,2,Paris,Modern Cuisine,,2.3098922,48.8675042,This superb 1884 mansion close to the Champs-Elysées is,Modern Cuisine
Le Clarence,2,Paris,Modern Cuisine,,2.3098922,48.8675042,This superb 1884 mansion close to the Champs-Elysées is,
Le Clocher des Pères,1,Saint-Martin-sur-la-Chambre,Creative,,6.3168158,45.3664596,"Presiding over the valley, this former fortified house (15C) looks",Creative
Le Clocher des Pères,1,Saint-Martin-sur-la-Chambre,Creative,,6.3168158,45.3664596,"Presiding over the valley, this former fortified house (15C) looks",
Le Clos des Sens,3,Annecy,Creative,,6.1442973,45.9180547,"""Laurent Petit is blossoming in Annecy - le - Vieux, at",Creative
Le Clos des Sens,3,Annecy,Creative,,6.1442973,45.9180547,"""Laurent Petit is blossoming in Annecy - le - Vieux, at",
Le Colombier,1,Offranville,Modern Cuisine,,1.0455053,49.8730636,"This venerable 16C Norman residence retains its monumental fireplace, offset",Modern Cuisine
Le Colombier,1,Offranville,Modern Cuisine,,1.0455053,49.8730636,"This venerable 16C Norman residence retains its monumental fireplace, offset",
Le Comptoir,1,Los Angeles,Californian,Vegetarian,-118.300451,34.0634658,Find this tiny sparkler tucked inside the historic Hotel Normandie,Californian
Le Comptoir,1,Los Angeles,Californian,Vegetarian,-118.300451,34.0634658,Find this tiny sparkler tucked inside the historic Hotel Normandie,Vegetarian
Le Comptoir de Marie,1,Mons,Spanish,,3.951299,50.4545069,Take a seat at the black counter and admire the,Spanish
Le Comptoir de Marie,1,Mons,Spanish,,3.951299,50.4545069,Take a seat at the black counter and admire the,
Le Comptoir de Pierre Gagnaire,1,Shanghai,French,,121.459782,31.221621,"An appealing, remodelled Shanghai villa – part of the Capella Hotel",French
Le Comptoir de Pierre Gagnaire,1,Shanghai,French,,121.459782,31.221621,"An appealing, remodelled Shanghai villa – part of the Capella Hotel",
Le Coq,1,Tokyo,French,,139.7073163,35.6503567,Chef Mitsuhiro Hiruma employs techniques he learned at legendary restaurants,French
Le Coq,1,Tokyo,French,,139.7073163,35.6503567,Chef Mitsuhiro Hiruma employs techniques he learned at legendary restaurants,
Le Coq aux Champs,1,Soheit-Tinlot,Creative French,,5.3876393,50.4714671,Christophe Pauly is a genuine craftsman! Poised between precision and,Creative French
